date,state,trend_score
2023-11-01,California,22.0
2023-12-01,California,22.0
2024-01-01,California,29.0
2024-02-01,California,28.0
2024-03-01,California,27.0
2024-04-01,California,28.0
2024-05-01,California,27.0
2024-06-01,California,31.0
2024-07-01,California,28.0
2024-08-01,California,29.0
2024-09-01,California,23.0
2024-10-01,California,22.0
2024-11-01,California,23.0
2024-12-01,California,22.0
2025-01-01,California,29.0
2025-02-01,California,27.0
2025-03-01,California,27.0
2025-04-01,California,29.0
2025-05-01,California,24.0
2025-06-01,California,29.0
2025-07-01,California,28.0
2025-08-01,California,27.0
2025-09-01,California,25.0
2025-10-01,California,27.0
2025-11-01,California,23.0
2025-12-01,California,29.0
2026-01-01,California,35.0
2026-02-01,California,31.0
2026-03-01,California,27.0
2026-04-01,California,29.0
2026-05-01,California,22.0
